"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime","param"
"701","USGS-TX","USGS Texas Water Science Center","nwistx.01.01400449","Sample-Routine","Water","Surface Water",2013-12-04,"13:45:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-TX WSC Water-Quality Lab, Fort Worth, TX (KIR fwr)","USGS-08057410","A-3440042 TPCN Volumes: 28, 24, 24",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.152,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-03-13,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2013-12-04 19:45:00,NA,"Nitrogen Suspended mg/l"
"702","USGS-TX","USGS Texas Water Science Center","nwistx.01.01300838","Sample-Routine","Water","Surface Water",2013-02-04,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-TX WSC Water-Quality Lab, Fort Worth, TX (KIR fwr)","USGS-08057200",NA,NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Grab sample",NA,"Nitrogen","Suspended",0.032,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2013-03-29,"below the reporting level but at or above the detection level","Long Term Method Detection Level",0.017,"mg/l",NA,"NWIS",2013-02-04 18:00:00,NA,"Nitrogen Suspended mg/l"
"703","USGS-TX","USGS Texas Water Science Center","nwistx.01.00200783","Sample-Routine","Water","Surface Water",2002-03-13,"10:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 Teflon bottle",NA,"Nitrogen","Suspended",0.22,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2002-04-26,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2002-03-13 16:30:00,NA,"Nitrogen Suspended mg/l"
"704","USGS-TX","USGS Texas Water Science Center","nwistx.01.01800967","Sample-Routine","Water","Surface Water",2018-02-05,"10:20:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200","MM-53743A",NA,"Stable, normal stage","Routine sample","30","USGS parameter code 82398","Single vertical","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.104,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2018-02-21,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2018-02-05 16:20:00,NA,"Nitrogen Suspended mg/l"
"705","USGS-TX","USGS Texas Water Science Center","nwistx.01.00300229","Sample-Routine","Water","Surface Water",2003-01-07,"13:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-1609545 oxygen isotope sample",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.162,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2003-01-28,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2003-01-07 19:30:00,NA,"Nitrogen Suspended mg/l"
"706","USGS-TX","USGS Texas Water Science Center","nwistx.01.01500710","Sample-Routine","Water","Surface Water",2014-11-18,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-3250109 TPCN filter volume =30mL",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Open-Mouth Bottle",NA,"Nitrogen","Suspended",1.07,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-02-06,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-11-18 18:00:00,NA,"Nitrogen Suspended mg/l"
"707","USGS-TX","USGS Texas Water Science Center","nwistx.01.01601312","Sample-Routine","Water","Surface Water",2016-01-05,"11:45:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200","organics",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.078,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2016-02-12,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2016-01-05 17:45:00,NA,"Nitrogen Suspended mg/l"
"708","USGS-TX","USGS Texas Water Science Center","nwistx.01.01401056","Sample-Routine","Water","Surface Water",2014-03-06,"12:15:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-TX WSC Water-Quality Lab, Fort Worth, TX (KIR fwr)","USGS-08057410","A-0660057 TPCN Volumes: 24, 22, 24",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.164,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-05-16,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-03-06 18:15:00,NA,"Nitrogen Suspended mg/l"
"709","USGS-TX","USGS Texas Water Science Center","nwistx.01.02000559","Sample-Routine","Water","Surface Water",2020-01-07,"11:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","ID-00607A",NA,"Stable, normal stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.223,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2020-02-13,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2020-01-07 17:00:00,NA,"Nitrogen Suspended mg/l"
"710","USGS-TX","USGS Texas Water Science Center","nwistx.01.01900665","Sample-Routine","Water","Surface Water",2019-03-05,"10:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650","L-0660060 Updated proposal to '19. 3/8/2019 mec",NA,"Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.391,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2019-03-29,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2019-03-05 16:00:00,NA,"Nitrogen Suspended mg/l"
"711","USGS-TX","USGS Texas Water Science Center","nwistx.01.00200128","Sample-Routine","Water","Surface Water",2001-12-05,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200","L-3410133 incomplete begin date in mandatory field added user code and state code,changed date and time from 12/7/01,999900 per Rosendale.12/14/01gb added state code and user code. 12/14/01 gb",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.09,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2002-02-22,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2001-12-05 18:00:00,NA,"Nitrogen Suspended mg/l"
"712","USGS-TX","USGS Texas Water Science Center","nwistx.01.01601149","Sample-Routine","Water","Surface Water",2015-12-09,"10:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650","A-3450068 Equipment last used at 08116650, on 10/21/15. TPCN #1=6.5mL, TPCN #2=5.0mL, TPCN #3=7.0mL, Used two capsule filters, 1=environmental, 1-DOC frac.",NA,"Stable, high stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-2 Bag Sampler",NA,"Nitrogen","Suspended",0.186,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-12-29,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2015-12-09 16:30:00,NA,"Nitrogen Suspended mg/l"
"713","USGS-TX","USGS Texas Water Science Center","nwistx.01.01201029","Sample-Routine","Water","Surface Water",2012-02-16,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650","L-0530044 Received February 18, 2012",NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 Teflon bottle",NA,"Nitrogen","Suspended",0.942,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2012-03-14,NA,"Long Term Method Detection Level",0.017,"mg/l",NA,"NWIS",2012-02-16 18:00:00,NA,"Nitrogen Suspended mg/l"
"714","USGS-TX","USGS Texas Water Science Center","nwistx.01.01900434","Sample-Routine","Water","Surface Water",2019-02-05,"12:10:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","MM-56032G",NA,"Stable, normal stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-95 Teflon bottle",NA,"Nitrogen","Suspended",0.125,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2019-03-04,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2019-02-05 18:10:00,NA,"Nitrogen Suspended mg/l"
"715","USGS-TX","USGS Texas Water Science Center","nwistx.01.00200456","Sample-Routine","Water","Surface Water",2002-02-13,"10:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 Teflon bottle",NA,"Nitrogen","Suspended",0.188,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2002-03-19,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2002-02-13 16:30:00,NA,"Nitrogen Suspended mg/l"
"716","USGS-TX","USGS Texas Water Science Center","nwistx.01.01900210","Sample-Routine","Water","Surface Water",2018-12-11,"10:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650","L-3470038 LC2625 deleted HM 2/7/19 LC 2629 deleted HM 2/7/19",NA,"Rising stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-2 Bag Sampler",NA,"Nitrogen","Suspended",0.928,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2019-02-08,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2018-12-11 16:30:00,NA,"Nitrogen Suspended mg/l"
"717","USGS-TX","USGS Texas Water Science Center","nwistx.01.01400493","Sample-Routine","Water","Surface Water",2013-12-10,"08:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-3460058 TPCN filter volume= 30mL",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Nitrogen","Suspended",1.71,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-03-18,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2013-12-10 14:00:00,NA,"Nitrogen Suspended mg/l"
"718","USGS-TX","USGS Texas Water Science Center","nwistx.01.01800524","Sample-Routine","Water","Surface Water",2017-12-05,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","MM-53608A",NA,"Stable, normal stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-95 Teflon bottle",NA,"Nitrogen","Suspended",0.172,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2018-01-08,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2017-12-05 18:00:00,NA,"Nitrogen Suspended mg/l"
"719","USGS-TX","USGS Texas Water Science Center","nwistx.01.01701364","Sample-Routine","Water","Surface Water",2017-02-07,"10:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650",NA,NA,"Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US DH-2 Bag Sampler",NA,"Nitrogen","Suspended",0.312,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2017-02-16,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2017-02-07 16:00:00,NA,"Nitrogen Suspended mg/l"
"720","USGS-TX","USGS Texas Water Science Center","nwistx.01.00400136","Sample-Routine","Water","Surface Water",2004-01-13,"15:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-1389515 oxygen isotope sample",NA,"Not determined","Routine sample","30","USGS parameter code 82398","Single vertical","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.109,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2004-02-02,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2004-01-13 21:00:00,NA,"Nitrogen Suspended mg/l"
"721","USGS-TX","USGS Texas Water Science Center","nwistx.01.01700392","Sample-Routine","Water","Surface Water",2016-11-08,"13:45:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200","MM-49818A",NA,"Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.33,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2016-11-17,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2016-11-08 19:45:00,NA,"Nitrogen Suspended mg/l"
"722","USGS-TX","USGS Texas Water Science Center","nwistx.01.02000221","Sample-Routine","Water","Surface Water",2019-11-18,"10:50:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200","ID-00202A",NA,"Stable, normal stage","Routine sample","30","USGS parameter code 82398","Single vertical","Weighted-bottle sampler","Not Detected","Nitrogen","Suspended",NA,NA,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2020-01-03,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2019-11-18 16:50:00,NA,"Nitrogen Suspended NA"
"723","USGS-TX","USGS Texas Water Science Center","nwistx.01.02001030","Sample-Routine","Water","Surface Water",2020-02-03,"11:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey","USGS-08057200","ID-00608A",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","Not Detected","Nitrogen","Suspended",NA,NA,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2020-03-02,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2020-02-03 17:00:00,NA,"Nitrogen Suspended NA"
"724","USGS-TX","USGS Texas Water Science Center","nwistx.01.01300899","Sample-Routine","Water","Surface Water",2013-02-21,"11:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-TX WSC Water-Quality Lab, Fort Worth, TX (KIR fwr)","USGS-08057410",NA,NA,"Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.133,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2013-04-18,NA,"Long Term Method Detection Level",0.017,"mg/l",NA,"NWIS",2013-02-21 17:30:00,NA,"Nitrogen Suspended mg/l"
"725","USGS-TX","USGS Texas Water Science Center","nwistx.01.01800795","Sample-Routine","Water","Surface Water",2018-01-09,"11:40:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","MM-53609A",NA,"Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-95 Teflon bottle",NA,"Nitrogen","Suspended",0.202,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2018-02-07,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2018-01-09 17:40:00,NA,"Nitrogen Suspended mg/l"
"726","USGS-TX","USGS Texas Water Science Center","nwistx.01.01400494","Sample-Routine","Water","Surface Water",2013-12-10,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey","USGS-08116650","A-3460005 TPCN VOLUMES:  FILTER #1 = 15mL  FILTER #2 = 15mL  FILTER #3 = 15mL  Equipment last used (place & date) Nov 12, 2013. L-3460005 proj acct changed to GX14SJ009U20100 per Duhon, paa, 12/17/13",NA,"Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US DH-2 Bag Sampler",NA,"Nitrogen","Suspended",0.217,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-03-13,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2013-12-10 18:00:00,NA,"Nitrogen Suspended mg/l"
"727","USGS-TX","USGS Texas Water Science Center","nwistx.01.01501496","Sample-Routine","Water","Surface Water",2015-02-19,"11:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-0510091 TPCN filter volume =30mL",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Open-Mouth Bottle",NA,"Nitrogen","Suspended",1.27,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-03-24,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2015-02-19 17:00:00,NA,"Nitrogen Suspended mg/l"
"728","USGS-TX","USGS Texas Water Science Center","nwistx.01.01701100","Sample-Routine","Water","Surface Water",2017-01-10,"09:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650",NA,NA,"Stable, normal stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US DH-2 Bag Sampler",NA,"Nitrogen","Suspended",0.265,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2017-01-30,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2017-01-10 15:30:00,NA,"Nitrogen Suspended mg/l"
"729","USGS-TX","USGS Texas Water Science Center","nwistx.01.00600090","Sample-Routine","Water","Surface Water",2006-01-10,"15:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-0170055 PIC/TPCN volume-50mL L-0170055 Received January 14,2006",NA,"Not determined","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.146,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2006-02-22,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2006-01-10 21:30:00,NA,"Nitrogen Suspended mg/l"
"730","USGS-TX","USGS Texas Water Science Center","nwistx.01.01400866","Sample-Routine","Water","Surface Water",2014-02-04,"08:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-0370038 TPCN filter volume = 30mL",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81",NA,"Nitrogen","Suspended",1.01,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-04-21,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-02-04 14:00:00,NA,"Nitrogen Suspended mg/l"
